customer_id,company_name,industry,city,state,country,contract_tier,contract_start_date
C00051,Grupo Centro SAPI,Farmacéutica,Querétaro,QRO,MX,Premium,2025-02-22
C00052,Industrias Express SAPI,Retail,Cancún,ROO,MX,Estándar,2024-12-17
C00053,Industrias Del Norte SRL,Automotriz,Chihuahua,CHH,MX,Estándar,2024-11-03
C00054,Servicios Azteca SA de CV,E-commerce,Chihuahua,CHH,MX,Básico,2026-01-03
C00055,Transportes Fénix SAS,Automotriz,Toluca,MEX,MX,Estándar,2023-03-20
C00056,Transportes Pacífico SAPI,E-commerce,Aguascalientes,AGS,MX,Básico,2025-06-12
C00057,Distribuidora Oriente SAS,Manufactura,Hermosillo,SON,MX,Premium,2023-01-04
C00058,Transportes Sigma SRL,Construcción,Aguascalientes,AGS,MX,Básico,2024-10-04
C00059,Distribuidora Pacífico SAS,Alimentos,San Luis Potosí,SLP,MX,Estándar,2023-09-18
C00060,Grupo Sigma SRL,Farmacéutica,San Luis Potosí,SLP,MX,Estándar,2025-04-11
C00061,Almacenes Centro SAS,Farmacéutica,Culiacán,SIN,MX,Estándar,2024-10-21
C00062,Industrias Global SRL,Manufactura,León,GTO,MX,Premium,2023-06-23
C00063,Distribuidora Express SAPI,Retail,Mérida,YUC,MX,Básico,2024-09-27
C00064,Almacenes Pacífico SAPI,Construcción,Tampico,TAM,MX,Estándar,2023-05-30
C00065,Grupo Del Norte SAS,Farmacéutica,Mérida,YUC,MX,Básico,2023-10-30
C00066,Grupo Global SAPI,Manufactura,Villahermosa,TAB,MX,Estándar,2025-08-09
C00067,Servicios Centro SAS,Electrónica,Cancún,ROO,MX,Premium,2025-12-23
C00068,Industrias Express SRL,Electrónica,Tampico,TAM,MX,Estándar,2025-07-10
C00069,Transportes Sigma SAPI,E-commerce,Toluca,MEX,MX,Básico,2025-06-19
C00070,Comercializadora Integral SAPI,Construcción,Morelia,MICH,MX,Estándar,2023-06-15
C00071,Logística Pacífico SRL,Electrónica,Tijuana,BCN,MX,Estándar,2023-05-12
C00072,Logística Fénix SA de CV,Construcción,Tijuana,BCN,MX,Estándar,2025-05-10
C00073,Logística Pacífico SAPI,Electrónica,Veracruz,VER,MX,Básico,2024-09-03
C00074,Grupo Pacífico SRL,Construcción,Hermosillo,SON,MX,Estándar,2025-09-21
C00075,Grupo Pacífico SA de CV,Manufactura,Cancún,ROO,MX,Estándar,2023-09-19
C00076,Comercializadora Azteca SRL,Construcción,Puebla,PUE,MX,Básico,2025-08-03
C00077,Servicios Pacífico SRL,Construcción,Cancún,ROO,MX,Básico,2024-10-31
C00078,Grupo Global SA de CV,Automotriz,Monterrey,NL,MX,Básico,2025-08-21
C00079,Grupo Express SAPI,Retail,Monterrey,NL,MX,Estándar,2023-03-24
C00080,Almacenes Del Norte SAPI,Electrónica,Mérida,YUC,MX,Estándar,2023-09-16
C00081,Transportes Integral SRL,Manufactura,Veracruz,VER,MX,Estándar,2023-12-10
C00082,Logística Express SA de CV,Farmacéutica,San Luis Potosí,SLP,MX,Básico,2025-02-07
C00083,Grupo Oriente SAS,Automotriz,San Luis Potosí,SLP,MX,Básico,2023-09-05
C00084,Logística Centro SA de CV,Construcción,Aguascalientes,AGS,MX,Premium,2023-01-26
C00085,Logística Integral SRL,Electrónica,Cancún,ROO,MX,Estándar,2023-11-10
C00086,Servicios Express SA de CV,E-commerce,Culiacán,SIN,MX,Premium,2024-07-03
C00087,Logística Oriente SA de CV,Electrónica,Mérida,YUC,MX,Premium,2025-08-09
C00088,Distribuidora Oriente SRL,Automotriz,León,GTO,MX,Básico,2025-09-25
C00089,Distribuidora Del Norte SAPI,Construcción,Toluca,MEX,MX,Estándar,2023-01-21
C00090,Almacenes Centro SA de CV,Manufactura,Mérida,YUC,MX,Básico,2025-09-02
C00091,Industrias Fénix SRL,Electrónica,Chihuahua,CHH,MX,Estándar,2024-05-13
C00092,Servicios Oriente SAS,E-commerce,Veracruz,VER,MX,Básico,2025-05-21
C00093,Distribuidora Oriente SA de CV,Alimentos,Mérida,YUC,MX,Básico,2023-09-05
C00094,Industrias Del Norte SAPI,E-commerce,Tampico,TAM,MX,Básico,2024-07-20
C00095,Grupo Global SAPI,E-commerce,León,GTO,MX,Básico,2024-09-11
C00096,Comercializadora Centro SA de CV,Retail,Guadalajara,JAL,MX,Estándar,2024-08-21
C00097,Almacenes Oriente SAPI,Retail,Tampico,TAM,MX,Básico,2025-09-07
C00098,Transportes Pacífico SAS,Manufactura,Tampico,TAM,MX,Estándar,2023-08-22
C00099,Comercializadora Fénix SRL,Manufactura,Guadalajara,JAL,MX,Premium,2023-11-07
C00100,Distribuidora Global SAS,Electrónica,Querétaro,QRO,MX,Premium,2025-05-02
C00101,Industrias Fénix SA de CV,Manufactura,San Luis Potosí,SLP,MX,Premium,2025-05-28
C00102,Industrias Del Norte SAPI,Farmacéutica,Tijuana,BCN,MX,Básico,2024-03-08
C00103,Grupo Pacífico SAS,Electrónica,Monterrey,NL,MX,Básico,2023-11-17
C00104,Industrias Centro SA de CV,Farmacéutica,Mérida,YUC,MX,Premium,2024-08-13
C00105,Logística Del Norte SAPI,Alimentos,Culiacán,SIN,MX,Premium,2024-02-10
C00106,Grupo Integral SRL,E-commerce,Puebla,PUE,MX,Estándar,2023-05-27
C00107,Logística Sigma SAS,Electrónica,Cancún,ROO,MX,Básico,2024-09-14
C00108,Servicios Fénix SRL,Retail,Guadalajara,JAL,MX,Básico,2025-06-03
C00109,Industrias Fénix SA de CV,Alimentos,Culiacán,SIN,MX,Estándar,2023-02-12
C00110,Comercializadora Fénix SAS,Electrónica,Cancún,ROO,MX,Premium,2024-07-23
C00111,Logística Oriente SRL,Manufactura,Tampico,TAM,MX,Premium,2024-12-13
C00112,Almacenes Sigma SAS,Retail,Aguascalientes,AGS,MX,Estándar,2025-04-23
C00113,Servicios Del Norte SAS,Retail,Aguascalientes,AGS,MX,Estándar,2024-05-31
C00114,Logística Azteca SAPI,Automotriz,Morelia,MICH,MX,Estándar,2025-08-04
C00115,Grupo Express SRL,Alimentos,Tampico,TAM,MX,Premium,2025-06-24
C00116,Transportes Azteca SAPI,Alimentos,Cancún,ROO,MX,Básico,2025-09-19
C00117,Transportes Express SA de CV,Electrónica,CDMX,CDMX,MX,Premium,2025-04-15
C00118,Industrias Global SRL,Construcción,Puebla,PUE,MX,Premium,2025-10-17
C00119,Almacenes Global SAPI,Construcción,Tampico,TAM,MX,Básico,2024-05-14
C00120,Transportes Sigma SAS,Automotriz,Villahermosa,TAB,MX,Premium,2023-10-07
C00121,Grupo Sigma SRL,Electrónica,Villahermosa,TAB,MX,Premium,2024-07-01
C00122,Almacenes Oriente SRL,Construcción,Cancún,ROO,MX,Estándar,2026-01-08
C00123,Distribuidora Fénix SAS,Farmacéutica,Aguascalientes,AGS,MX,Premium,2024-01-22
C00124,Servicios Centro SAS,Construcción,Hermosillo,SON,MX,Premium,2023-03-31
C00125,Grupo Integral SRL,Manufactura,Puebla,PUE,MX,Premium,2025-10-11
C00126,Almacenes Azteca SAPI,Construcción,Cancún,ROO,MX,Premium,2023-07-24
C00127,Almacenes Sigma SRL,Construcción,Puebla,PUE,MX,Estándar,2023-06-03
C00128,Logística Oriente SAS,Retail,Aguascalientes,AGS,MX,Estándar,2025-12-28
C00129,Distribuidora Del Norte SAS,Manufactura,Mérida,YUC,MX,Estándar,2024-08-11
C00130,Comercializadora Sigma SA de CV,Retail,Querétaro,QRO,MX,Básico,2025-06-27
C00131,Servicios Oriente SAS,Alimentos,Guadalajara,JAL,MX,Básico,2024-08-23
C00132,Comercializadora Integral SA de CV,Construcción,Hermosillo,SON,MX,Estándar,2024-01-04
C00133,Comercializadora Express SAS,E-commerce,Mérida,YUC,MX,Estándar,2025-10-16
C00134,Industrias Global SAPI,Manufactura,CDMX,CDMX,MX,Estándar,2025-08-10
C00135,Logística Sigma SAS,E-commerce,Veracruz,VER,MX,Básico,2024-09-04
C00136,Transportes Express SAS,Automotriz,Chihuahua,CHH,MX,Estándar,2025-09-16
C00137,Logística Sigma SA de CV,Retail,San Luis Potosí,SLP,MX,Premium,2023-02-14
C00138,Distribuidora Fénix SRL,Farmacéutica,Tampico,TAM,MX,Estándar,2024-08-09
C00139,Transportes Azteca SRL,Electrónica,Toluca,MEX,MX,Básico,2023-10-08
C00140,Transportes Sigma SRL,Construcción,Veracruz,VER,MX,Básico,2023-09-27
C00141,Servicios Global SRL,Alimentos,Puebla,PUE,MX,Básico,2026-01-09
C00142,Servicios Del Norte SAS,Manufactura,Tampico,TAM,MX,Básico,2024-08-27
C00143,Servicios Del Norte SAS,Retail,Mérida,YUC,MX,Básico,2025-03-24
C00144,Servicios Sigma SAS,Automotriz,Querétaro,QRO,MX,Básico,2025-07-20
C00145,Grupo Fénix SRL,Farmacéutica,Mérida,YUC,MX,Estándar,2025-08-23
C00146,Logística Del Norte SAPI,Retail,Cancún,ROO,MX,Premium,2024-09-10
C00147,Transportes Del Norte SAPI,Alimentos,San Luis Potosí,SLP,MX,Estándar,2025-10-05
C00148,Logística Fénix SAPI,Construcción,Veracruz,VER,MX,Estándar,2026-01-11
C00149,Industrias Azteca SRL,Farmacéutica,Tampico,TAM,MX,Estándar,2025-04-15
C00150,Transportes Oriente SRL,Retail,Mérida,YUC,MX,Estándar,2025-01-12
C00151,Almacenes Del Norte SAPI,Retail,Tijuana,BCN,MX,Básico,2023-09-08
C00152,Comercializadora Fénix SAPI,Manufactura,Aguascalientes,AGS,MX,Premium,2024-05-13
C00153,Distribuidora Express SRL,Alimentos,Morelia,MICH,MX,Estándar,2024-02-29
C00154,Comercializadora Integral SRL,Alimentos,CDMX,CDMX,MX,Básico,2024-07-21
C00155,Grupo Oriente SAPI,Automotriz,CDMX,CDMX,MX,Básico,2023-09-27
C00156,Comercializadora Pacífico SA de CV,Manufactura,Toluca,MEX,MX,Estándar,2023-04-18
C00157,Transportes Centro SAPI,Retail,Veracruz,VER,MX,Estándar,2025-11-17
C00158,Almacenes Azteca SA de CV,Electrónica,Villahermosa,TAB,MX,Premium,2024-09-09
C00159,Almacenes Centro SA de CV,Manufactura,Hermosillo,SON,MX,Básico,2023-08-10
C00160,Comercializadora Sigma SRL,Construcción,Puebla,PUE,MX,Premium,2023-05-15
C00161,Almacenes Global SAS,Manufactura,Villahermosa,TAB,MX,Estándar,2024-08-26
C00162,Logística Centro SAPI,Construcción,Querétaro,QRO,MX,Básico,2024-03-16
C00163,Logística Del Norte SRL,Construcción,Cancún,ROO,MX,Básico,2025-03-27
C00164,Comercializadora Centro SA de CV,Manufactura,Toluca,MEX,MX,Premium,2025-02-05
C00165,Transportes Oriente SAPI,Retail,Monterrey,NL,MX,Estándar,2025-06-03
C00166,Transportes Pacífico SRL,Construcción,Morelia,MICH,MX,Premium,2024-11-06
C00167,Industrias Oriente SA de CV,Farmacéutica,Guadalajara,JAL,MX,Básico,2024-08-12
C00168,Transportes Oriente SRL,Manufactura,Tampico,TAM,MX,Estándar,2024-04-04
C00169,Logística Global SA de CV,E-commerce,Culiacán,SIN,MX,Básico,2024-04-08
C00170,Servicios Oriente SA de CV,Alimentos,Toluca,MEX,MX,Premium,2024-09-24
C00171,Transportes Integral SA de CV,Manufactura,Culiacán,SIN,MX,Estándar,2025-03-31
C00172,Logística Centro SRL,Alimentos,Tijuana,BCN,MX,Estándar,2025-02-09
C00173,Grupo Integral SAPI,Retail,Aguascalientes,AGS,MX,Estándar,2023-06-23
C00174,Logística Centro SAS,Construcción,Toluca,MEX,MX,Básico,2025-06-26
C00175,Servicios Pacífico SA de CV,E-commerce,Villahermosa,TAB,MX,Estándar,2023-08-22
C00176,Industrias Azteca SAPI,Construcción,Culiacán,SIN,MX,Premium,2025-09-23
C00177,Distribuidora Sigma SAPI,Alimentos,Guadalajara,JAL,MX,Estándar,2023-01-16
C00178,Transportes Azteca SAS,Construcción,San Luis Potosí,SLP,MX,Básico,2024-11-02
C00179,Distribuidora Global SRL,Manufactura,Chihuahua,CHH,MX,Estándar,2025-12-26
C00180,Grupo Centro SA de CV,Automotriz,Guadalajara,JAL,MX,Estándar,2025-06-12
C00181,Logística Sigma SA de CV,Construcción,Culiacán,SIN,MX,Básico,2025-04-08
C00182,Almacenes Oriente SA de CV,Construcción,Aguascalientes,AGS,MX,Premium,2023-12-18
C00183,Logística Global SA de CV,Construcción,Mérida,YUC,MX,Premium,2025-06-11
C00184,Servicios Integral SA de CV,Manufactura,Aguascalientes,AGS,MX,Estándar,2024-03-29
C00185,Servicios Integral SAPI,Manufactura,Tijuana,BCN,MX,Básico,2024-12-16
C00186,Comercializadora Del Norte SAPI,Electrónica,Tijuana,BCN,MX,Estándar,2023-12-22
C00187,Servicios Oriente SAPI,Electrónica,Culiacán,SIN,MX,Básico,2025-07-08
C00188,Industrias Fénix SA de CV,Automotriz,Cancún,ROO,MX,Estándar,2024-09-12
C00189,Almacenes Azteca SA de CV,Automotriz,San Luis Potosí,SLP,MX,Premium,2025-08-03
C00190,Logística Centro SA de CV,Electrónica,Monterrey,NL,MX,Premium,2023-07-04
C00191,Servicios Fénix SAS,Alimentos,Culiacán,SIN,MX,Premium,2024-01-21
C00192,Servicios Del Norte SAPI,Retail,Cancún,ROO,MX,Básico,2023-07-31
C00193,Comercializadora Oriente SRL,E-commerce,Cancún,ROO,MX,Estándar,2025-06-18
C00194,Servicios Del Norte SRL,Manufactura,Aguascalientes,AGS,MX,Estándar,2023-04-18
C00195,Industrias Fénix SAPI,Automotriz,Chihuahua,CHH,MX,Básico,2024-08-04
C00196,Industrias Pacífico SAPI,Manufactura,Puebla,PUE,MX,Básico,2024-12-17
C00197,Comercializadora Global SA de CV,Construcción,Chihuahua,CHH,MX,Estándar,2024-11-03
C00198,Industrias Integral SAPI,Automotriz,CDMX,CDMX,MX,Premium,2025-01-12
C00199,Distribuidora Integral SAPI,Manufactura,Tampico,TAM,MX,Básico,2024-01-29
C00200,Grupo Oriente SAPI,Construcción,Querétaro,QRO,MX,Básico,2025-11-05
C00201,Almacenes Azteca SAS,Automotriz,León,GTO,MX,Estándar,2023-12-06
C00202,Industrias Centro SAPI,Farmacéutica,Mérida,YUC,MX,Básico,2025-06-28
C00203,Servicios Fénix SAS,Electrónica,Tampico,TAM,MX,Estándar,2024-02-02
C00204,Logística Integral SAPI,Alimentos,Chihuahua,CHH,MX,Premium,2025-10-26
C00205,Servicios Global SA de CV,Manufactura,Guadalajara,JAL,MX,Básico,2025-09-11
C00206,Almacenes Global SAPI,Construcción,León,GTO,MX,Básico,2024-07-12
C00207,Servicios Azteca SAS,Retail,Mérida,YUC,MX,Estándar,2025-07-12
C00208,Logística Del Norte SRL,Farmacéutica,Veracruz,VER,MX,Básico,2024-04-27
C00209,Comercializadora Integral SA de CV,E-commerce,Querétaro,QRO,MX,Premium,2024-11-17
C00210,Almacenes Centro SA de CV,Manufactura,Tampico,TAM,MX,Básico,2023-10-12
C00211,Logística Del Norte SRL,Farmacéutica,Tijuana,BCN,MX,Básico,2023-11-03
C00212,Logística Fénix SAS,Manufactura,Guadalajara,JAL,MX,Básico,2024-05-03
C00213,Grupo Global SAPI,Alimentos,Tampico,TAM,MX,Básico,2026-01-02
C00214,Distribuidora Fénix SAS,Alimentos,CDMX,CDMX,MX,Estándar,2024-12-23
C00215,Servicios Del Norte SA de CV,Construcción,Monterrey,NL,MX,Premium,2025-12-08
C00216,Servicios Sigma SA de CV,Automotriz,Guadalajara,JAL,MX,Estándar,2025-03-03
C00217,Transportes Fénix SRL,Alimentos,Veracruz,VER,MX,Básico,2024-05-08
C00218,Comercializadora Centro SAS,Alimentos,Morelia,MICH,MX,Premium,2024-11-24
C00219,Grupo Sigma SAPI,Retail,Monterrey,NL,MX,Estándar,2025-07-26
C00220,Industrias Global SAS,Electrónica,Guadalajara,JAL,MX,Básico,2024-10-08
C00221,Servicios Azteca SRL,E-commerce,Tijuana,BCN,MX,Básico,2024-08-08
C00222,Logística Centro SAS,Automotriz,Veracruz,VER,MX,Premium,2025-06-13
C00223,Servicios Global SRL,Manufactura,Tampico,TAM,MX,Estándar,2025-10-15
C00224,Comercializadora Global SRL,Automotriz,Monterrey,NL,MX,Básico,2025-05-31
C00225,Industrias Centro SAS,Alimentos,Aguascalientes,AGS,MX,Estándar,2024-08-28
C00226,Grupo Oriente SAS,E-commerce,Veracruz,VER,MX,Estándar,2025-07-04
C00227,Logística Oriente SAPI,Retail,Guadalajara,JAL,MX,Básico,2023-06-03
C00228,Comercializadora Del Norte SAPI,Automotriz,Cancún,ROO,MX,Estándar,2023-03-13
C00229,Comercializadora Centro SRL,Automotriz,Culiacán,SIN,MX,Estándar,2023-03-08
C00230,Servicios Pacífico SRL,E-commerce,Monterrey,NL,MX,Básico,2023-10-09
C00231,Comercializadora Centro SAS,Manufactura,Querétaro,QRO,MX,Básico,2023-02-23
C00232,Distribuidora Fénix SRL,Electrónica,Toluca,MEX,MX,Básico,2025-07-02
C00233,Almacenes Integral SAS,Manufactura,Puebla,PUE,MX,Premium,2023-06-01
C00234,Transportes Global SRL,E-commerce,Aguascalientes,AGS,MX,Premium,2024-12-12
C00235,Distribuidora Del Norte SAPI,Alimentos,León,GTO,MX,Básico,2025-01-10
C00236,Servicios Global SRL,Electrónica,Tampico,TAM,MX,Premium,2023-02-23
C00237,Transportes Del Norte SRL,Construcción,Morelia,MICH,MX,Premium,2023-09-23
C00238,Logística Pacífico SA de CV,Alimentos,Tampico,TAM,MX,Premium,2025-12-12
C00239,Almacenes Global SRL,Alimentos,Monterrey,NL,MX,Premium,2025-07-10
C00240,Comercializadora Pacífico SA de CV,Manufactura,Morelia,MICH,MX,Estándar,2024-01-08
C00241,Comercializadora Oriente SAPI,Automotriz,San Luis Potosí,SLP,MX,Premium,2023-12-04
C00242,Transportes Sigma SAPI,E-commerce,Villahermosa,TAB,MX,Básico,2024-08-04
C00243,Transportes Global SAPI,Alimentos,San Luis Potosí,SLP,MX,Básico,2025-12-28
C00244,Grupo Del Norte SA de CV,E-commerce,Aguascalientes,AGS,MX,Estándar,2023-03-26
C00245,Grupo Centro SRL,E-commerce,Culiacán,SIN,MX,Estándar,2025-05-03
C00246,Almacenes Del Norte SA de CV,Alimentos,Chihuahua,CHH,MX,Estándar,2024-09-01
C00247,Distribuidora Oriente SAPI,Automotriz,Tampico,TAM,MX,Premium,2025-08-09
C00248,Logística Integral SRL,Manufactura,Aguascalientes,AGS,MX,Básico,2024-12-08
C00249,Industrias Centro SAPI,Alimentos,Cancún,ROO,MX,Básico,2023-09-08
C00250,Logística Express SAPI,Automotriz,San Luis Potosí,SLP,MX,Premium,2025-02-25
C00251,Comercializadora Centro SAS,Electrónica,Aguascalientes,AGS,MX,Premium,2024-01-24
C00252,Transportes Pacífico SAS,Farmacéutica,Tampico,TAM,MX,Básico,2023-02-17
C00253,Grupo Sigma SAS,Electrónica,Veracruz,VER,MX,Básico,2023-04-10
C00254,Logística Integral SRL,Automotriz,CDMX,CDMX,MX,Estándar,2023-08-09
C00255,Logística Azteca SAPI,Automotriz,Veracruz,VER,MX,Estándar,2023-04-03
C00256,Almacenes Global SRL,Manufactura,Monterrey,NL,MX,Básico,2025-03-02
C00257,Servicios Oriente SRL,Alimentos,Querétaro,QRO,MX,Básico,2025-03-17
C00258,Grupo Azteca SA de CV,Alimentos,Villahermosa,TAB,MX,Estándar,2025-04-02
C00259,Almacenes Integral SAPI,Automotriz,Tampico,TAM,MX,Premium,2025-11-29
C00260,Logística Fénix SRL,Automotriz,Aguascalientes,AGS,MX,Estándar,2023-11-29
C00261,Almacenes Fénix SRL,Electrónica,Villahermosa,TAB,MX,Premium,2025-12-26
C00262,Transportes Pacífico SRL,Retail,Veracruz,VER,MX,Estándar,2024-11-09
C00263,Grupo Fénix SAS,Alimentos,Toluca,MEX,MX,Estándar,2024-04-11
C00264,Distribuidora Azteca SA de CV,Farmacéutica,Chihuahua,CHH,MX,Básico,2023-10-30
C00265,Comercializadora Pacífico SAPI,Construcción,Aguascalientes,AGS,MX,Estándar,2025-05-07
C00266,Comercializadora Global SAPI,Automotriz,Tampico,TAM,MX,Premium,2023-05-08
C00267,Logística Oriente SAPI,Electrónica,Tampico,TAM,MX,Premium,2025-12-12
C00268,Servicios Sigma SAS,Farmacéutica,Aguascalientes,AGS,MX,Premium,2026-01-23
C00269,Distribuidora Sigma SRL,Farmacéutica,Toluca,MEX,MX,Estándar,2024-09-03
C00270,Almacenes Oriente SRL,E-commerce,Tampico,TAM,MX,Básico,2024-10-11
C00271,Logística Oriente SAPI,E-commerce,Morelia,MICH,MX,Básico,2025-02-16
C00272,Almacenes Sigma SAS,Farmacéutica,Monterrey,NL,MX,Básico,2024-12-10
C00273,Industrias Integral SA de CV,Farmacéutica,Morelia,MICH,MX,Básico,2024-07-09
C00274,Distribuidora Azteca SA de CV,Construcción,Villahermosa,TAB,MX,Básico,2024-04-07
C00275,Comercializadora Azteca SAPI,Construcción,Tampico,TAM,MX,Estándar,2023-07-25
C00276,Distribuidora Sigma SRL,E-commerce,Tampico,TAM,MX,Estándar,2025-09-04
C00277,Grupo Integral SAS,Alimentos,Monterrey,NL,MX,Premium,2024-04-20
C00278,Almacenes Integral SRL,Retail,Guadalajara,JAL,MX,Básico,2025-03-24
C00279,Servicios Sigma SAS,Electrónica,Culiacán,SIN,MX,Premium,2023-08-08
C00280,Almacenes Sigma SAPI,Manufactura,Puebla,PUE,MX,Básico,2025-10-29
C00281,Comercializadora Azteca SRL,E-commerce,Cancún,ROO,MX,Estándar,2024-06-10
C00282,Logística Pacífico SRL,Manufactura,Tijuana,BCN,MX,Estándar,2023-12-26
C00283,Comercializadora Centro SRL,Farmacéutica,Querétaro,QRO,MX,Básico,2024-01-14
C00284,Almacenes Sigma SRL,E-commerce,Chihuahua,CHH,MX,Estándar,2024-04-27
C00285,Industrias Oriente SAPI,Retail,Culiacán,SIN,MX,Estándar,2023-01-24
C00286,Comercializadora Pacífico SRL,Manufactura,Cancún,ROO,MX,Estándar,2024-09-20
C00287,Distribuidora Express SAPI,Electrónica,San Luis Potosí,SLP,MX,Básico,2025-01-22
C00288,Almacenes Global SAPI,Farmacéutica,Veracruz,VER,MX,Estándar,2025-05-01
C00289,Almacenes Global SRL,Manufactura,Monterrey,NL,MX,Premium,2025-12-12
C00290,Distribuidora Fénix SAPI,Alimentos,Querétaro,QRO,MX,Básico,2023-05-07
C00291,Transportes Express SAS,Manufactura,Villahermosa,TAB,MX,Premium,2025-06-23
C00292,Almacenes Integral SAS,Electrónica,Cancún,ROO,MX,Estándar,2023-04-24
C00293,Industrias Azteca SAS,E-commerce,Morelia,MICH,MX,Premium,2025-08-04
C00294,Grupo Pacífico SRL,Manufactura,Tijuana,BCN,MX,Estándar,2023-05-30
C00295,Almacenes Azteca SRL,Construcción,Guadalajara,JAL,MX,Básico,2023-05-22
C00296,Servicios Pacífico SAS,Construcción,Puebla,PUE,MX,Estándar,2025-05-10
C00297,Servicios Del Norte SAPI,Construcción,Morelia,MICH,MX,Estándar,2023-09-30
